label,youtube_id,time_start,time_end,split
shopping,VMfCLoMK_mU,508,518,train
ice climbing,VMfu5TgBFw8,423,433,train
grooming dog,VMgNmQS3ulY,11,21,train
eating carrots,VMh4HGZShNM,49,59,train
playing polo,VMhS0bDIdjQ,30,40,train
lighting fire,VMj7v9V2PpA,7,17,train
juggling soccer ball,VMjLDFA_ZWI,539,549,train
wrestling,VMjTq-3OKA8,24,34,train
playing darts,VMjoowyzBpw,0,10,train
shaving legs,VMjrXul0Uyk,18,28,train
longboarding,VMk66s_2xMs,39,49,train
coughing,VMlqtnTUhMg,4,14,train
lock picking,VMotrGOWrsg,55,65,train
bobsledding,VMqiiucoiDM,55,65,train
playing harmonica,VMrCm7k_cjM,78,88,train
cutting nails,VMrMBKCKG_o,18,28,train
adjusting glasses,VMrV5PfGe6o,2,12,train
kicking soccer ball,VMrn-WWA4Ho,1,11,train
blasting sand,VMsAAv6bjNs,25,35,train
playing guitar,VMtUJqr9sGM,76,86,train
bending metal,VMu7_W0QE3Y,128,138,train
wrapping present,VMuFAFc21YU,15,25,train
cartwheeling,VMvBluSpgAM,10,20,train
presenting weather forecast,VMvnF2L5oSc,47,57,train
adjusting glasses,VMvrkfG7OUw,0,10,train
snowboarding,VMvthaiCCF0,14,24,train
baking cookies,VMwSYhjndnY,20,30,train
finger snapping,VMxTrLuusfY,0,10,train
being in zero gravity,VMy_WoBIXEU,71,81,train
smoking,VMz1W3jT5n0,177,187,train
cooking sausages (not on barbeque),VMzkQfJM7As,32,42,train
milking goat,VMzla2M33L4,88,98,train
using inhaler,VN-1i004B28,298,308,train
exercising with an exercise ball,VN-5H6Nvx60,17,27,train
playing marbles,VN-7myyz0DU,153,163,train
playing organ,VN-tL_86DRw,18,28,train
news anchoring,VN0kFYE4K6w,85,95,train
putting wallpaper on wall,VN264jJb208,261,271,train
bodysurfing,VN2AjKRpuPQ,8,18,train
digging,VN2IZNMLekQ,14,24,train
water skiing,VN2YexNpinw,135,145,train
kitesurfing,VN2meqp_Y70,2,12,train
weaving fabric,VN4A8ux4CmY,201,211,train
riding elephant,VN4JR-Zfrf0,90,100,train
shopping,VN5DLrVlKKU,5,15,train
using remote controller (not gaming),VN5SldV4E-k,171,181,train
gargling,VN6KgESI4sk,28,38,train
training dog,VN6X_YnZlWM,39,49,train
bungee jumping,VN71d2KFNQg,325,335,train
grooming cat,VN7akxf7opU,469,479,train
bending metal,VN84-Q9ejqI,28,38,train
tying shoe laces,VN88BTCXnRY,5,15,train
paragliding,VN93IiSlNCE,18,28,train
hoverboarding,VN9Mlo_YdaE,3,13,train
news anchoring,VNB0dTz4rKk,358,368,train
playing polo,VNBLix2mY6k,3,13,train
washing hair,VNBxHAmrMfY,223,233,train
calligraphy,VNCNQA4qAwE,30,40,train
throwing discus,VNCkFGToIRA,1,11,train
coughing,VNCnps4jD04,6,16,train
playing road hockey,VNDPmJk7EWg,0,10,train
twiddling fingers,VNDimnIO9OU,0,10,train
catching or throwing baseball,VNEE70CIAso,0,10,train
popping balloons,VNETBN3A-co,16,26,train
crying,VNEenNSy-Vg,149,159,train
trimming trees,VNEl-dl5DQU,19,29,train
feeding goats,VNF03tpSFbU,0,10,train
writing,VNF3WFMQf0A,163,173,train
putting wallpaper on wall,VNFeUhO5DdU,626,636,train
historical reenactment,VNFgD-EnjxE,1,11,train
biking through snow,VNGG6KuW2X8,23,33,train
grooming horse,VNGmS9nLQoE,4,14,train
sign language interpreting,VNGoJOxrpXE,48,58,train
pouring wine,VNI32k3Izbk,54,64,train
riding mechanical bull,VNIE90Hf8oI,0,10,train
carving pumpkin,VNJ7N1hzPWI,249,259,train
playing saxophone,VNJJBugohag,615,625,train
scrapbooking,VNJNkVFqZ7M,50,60,train
carrying weight,VNJVTu9ZVOQ,128,138,train
installing carpet,VNKyFAGVSSY,125,135,train
putting on eyeliner,VNLK7Q1MKc0,375,385,train
pushing cart,VNLfoufVzPM,1,11,train
long jump,VNMvtruJV-0,2,12,train
ice climbing,VNNUauF4Bis,56,66,train
playing hand clapping games,VNNnKS08Fco,0,10,train
bouncing on bouncy castle,VNO3ceuMGn4,10,20,train
chiseling wood,VNORa36t2FU,24,34,train
chiseling stone,VNORa36t2FU,67,77,train
pulling espresso shot,VNPg9bj43xU,43,53,train
hopscotch,VNPm3zt27kM,6,16,train
climbing ladder,VNQ7-Wi2NP8,4,14,train
sleeping,VNT3WODQm-A,25,35,train
presenting weather forecast,VNTuqQAZaS0,0,10,train
training dog,VNU1vb8utSQ,245,255,train
backflip (human),VNUSTBryCn0,0,10,train
tying necktie,VNVOA7IEOpA,94,104,train
throwing water balloon,VNVkP9mtvRM,0,10,train
squeezing orange,VNX2cie4mrk,70,80,train
blowing leaves,VNXpHy5Tb_U,64,74,train
holding snake,VNXuld1aFZE,16,26,train
sipping cup,VNYZC-soR0c,25,35,train
jumping sofa,VNZWIObU_rw,38,48,train
grinding meat,VN_A2feTyxs,20,30,train
exercising with an exercise ball,VN_M04i1nTM,0,10,train
high fiving,VN_irYJzh8M,6,16,train
drooling,VN_xO_qZCsc,164,174,train
scrapbooking,VNaiIFvcqD0,82,92,train
playing field hockey,VNdrfYWcVvA,472,482,train
canoeing or kayaking,VNe0EsuOLpo,7,17,train
gymnastics tumbling,VNfFxz5Vf8M,1,11,train
arguing,VNgMa5sAbxE,14,24,train
shining flashlight,VNghgx6R2RQ,25,35,train
putting on foundation,VNgowsVnX9o,653,663,train
canoeing or kayaking,VNicv-dFaT4,43,53,train
tightrope walking,VNj2n7i-AJg,0,10,train
skydiving,VNjTKdlGrA4,46,56,train
skydiving,VNjexWFRg6s,130,140,train
paragliding,VNk2lIkwhFU,684,694,train
water skiing,VNkVpJj_0zo,25,35,train
mosh pit dancing,VNkoeLeSBWg,0,10,train
being in zero gravity,VNlPl-siVC8,14,24,train
playing scrabble,VNmz0_dYhtE,33,43,train
catching or throwing baseball,VNnGytJD1Kw,50,60,train
stomping grapes,VNnX7oRE3tA,79,89,train
snowmobiling,VNosuDYWP2E,176,186,train
taking photo,VNp6N5JVNPo,18,28,train
grooming horse,VNpT4aYJxlo,68,78,train
massaging feet,VNpUh02wqxE,39,49,train
person collecting garbage,VNpsTaOmNZs,174,184,train
wrestling,VNqFZdfhCXI,136,146,train
training dog,VNqSztF63G8,23,33,train
cutting cake,VNq_LQ9JC44,115,125,train
stretching arm,VNqgLDYWXxE,17,27,train
shooting goal (soccer),VNqvU8ErT2Q,12,22,train
reading book,VNqyPn6Vc5k,204,214,train
egg hunting,VNr8S-DSoK8,0,10,train
acting in play,VNrIw3IFUjI,534,544,train
ironing,VNrUT9E6T08,43,53,train
moving furniture,VNrlVtP7nSc,19,29,train
texting,VNsfuCCtBjM,2,12,train
playing netball,VNtmhgb_5Rc,48,58,train
shoot dance,VNtugaN8whw,9,19,train
ice fishing,VNulfciEozA,20,30,train
walking the dog,VNv2JNX7pHw,156,166,train
calligraphy,VNvv2qhYExs,281,291,train
playing cricket,VNxE2mhXwbA,14,24,train
lighting fire,VNxkuaE7msw,0,10,train
longboarding,VNyPkRF4Gl8,11,21,train
air drumming,VNyXoMFYahA,29,39,train
