label,youtube_id,time_start,time_end,split
robot dancing,hM6RQslR6B4,37,47,train
cheerleading,hM6hNaafJv8,12,22,train
feeding birds,hM6slDuYjoI,48,58,train
slicing onion,hM6uFz03piY,45,55,train
javelin throw,hM7eAhm6wMc,69,79,train
delivering mail,hM7z73LfltE,11,21,train
curling hair,hM8AJVfEcHE,150,160,train
cooking egg,hM8CfzDDyIg,158,168,train
cutting pineapple,hM8bXYxNBNs,11,21,train
playing paintball,hM8fJQiJOZI,323,333,train
marching,hM8hSyPe8eM,116,126,train
sailing,hM8trnF54jI,32,42,train
juggling balls,hM96foLna68,0,10,train
opening refrigerator,hMA7mjW6jtQ,16,26,train
stacking cups,hMBD6FxU9Y0,18,28,train
triple jump,hMBnOOOIBio,0,10,train
trimming trees,hMBw0mjJQU0,14,24,train
tagging graffiti,hMCOoMYQNTw,107,117,train
peeling banana,hMDdLo-qkvU,55,65,train
carving ice,hMFIiSGls7k,127,137,train
crying,hMFfG1AaxL8,1,11,train
pirouetting,hMFfrhvR5ro,2,12,train
surfing crowd,hMGs8kwbac4,1,11,train
wrapping present,hMGwV4i_EmY,208,218,train
sled dog racing,hMH5fYdwhng,16,26,train
entering church,hMHWjsFZVlU,0,10,train
moving child,hMHi_7L6cjg,271,281,train
putting on eyeliner,hMJ3p51oI2Q,195,205,train
closing door,hMK9SkD0ZLI,0,10,train
changing oil,hMKRHNqZR04,138,148,train
breading or breadcrumbing,hMKW8uRGyUI,18,28,train
celebrating,hMKoE87597Q,4,14,train
dunking basketball,hMKsXuzuAFY,0,10,train
wading through water,hMLUZH96XTc,49,59,train
playing keyboard,hMLmerc7eE8,0,10,train
waxing chest,hMNfNiSS5k8,76,86,train
pulling rope (game),hMNlnYQzb-I,0,10,train
ice climbing,hMNqRglPJ-g,205,215,train
playing poker,hMNyCOP_BiE,11,21,train
pillow fight,hMOPv877z1c,78,88,train
using remote controller (not gaming),hMOYb1Gs1zU,42,52,train
sawing wood,hMP3KX72jos,57,67,train
riding unicycle,hMQ7DbQgc48,2,12,train
sipping cup,hMQI6U5raZk,88,98,train
jaywalking,hMQZJHWPGB4,26,36,train
peeling apples,hMRJ3t5x1j8,19,29,train
hockey stop,hMRPnNsZhKY,116,126,train
playing ping pong,hMRmTDzE5Lk,111,121,train
feeding birds,hMSpWsEkWUY,14,24,train
rope pushdown,hMTB7htuKaM,16,26,train
making pizza,hMTPTXkD3vo,35,45,train
tai chi,hMURPZLMIlE,281,291,train
high jump,hMURQ3OqXr0,2,12,train
snorkeling,hMUb2PHRmwQ,14,24,train
salsa dancing,hMUbu1DOvW8,151,161,train
jumping into pool,hMUrDB06XPU,0,10,train
golf chipping,hMV1Bhmxrsc,3,13,train
making balloon shapes,hMVHeu1bBug,92,102,train
playing ocarina,hMVWJfszVlk,26,36,train
checking tires,hMWhNApkqDU,6,16,train
opening bottle (not wine),hMWuomxfHS0,8,18,train
building lego,hMZ0ZzYdelA,302,312,train
cleaning toilet,hMZ3Dqtunog,0,10,train
vacuuming floor,hMZMBT4bxjs,33,43,train
blasting sand,hMZj7a31eyQ,0,10,train
riding snow blower,hM_IUkgmd9E,23,33,train
blowdrying hair,hMaDzt5vZOg,8,18,train
playing trombone,hMaQN3Nhl_A,2,12,train
shuffling feet,hMbNYIpSROE,27,37,train
gospel singing in church,hMcdnryeQ_c,18,28,train
pumping fist,hMcwHWNmAV8,3,13,train
yawning,hMdHn8_9SG4,3,13,train
ice climbing,hMdrAX70sFM,56,66,train
assembling bicycle,hMerUd_9z2I,131,141,train
