label,youtube_id,time_start,time_end,split
snowboarding,akvCguf3k18,115,125,train
playing accordion,akvI1zEX35o,18,28,train
docking boat,akvYAUuzlvY,10,20,train
spraying,akvwD-2HR2Q,370,380,train
playing guitar,akxSrawaB_Y,112,122,train
somersaulting,akxUmp36DM8,22,32,train
making slime,akxrHcWcz-c,122,132,train
driving car,akz3X3C9XmY,155,165,train
dancing ballet,akz7hWVbP5Y,0,10,train
canoeing or kayaking,akzm8I8pEso,37,47,train
high jump,akzvHkDcZqM,0,10,train
playing pan pipes,al0PD6FKSjY,30,40,train
cleaning gutters,al0fEt10btA,1,11,train
grooming horse,al0go2z90KM,5,15,train
opening present,al1DaUiPcNw,14,24,train
huddling,al1q2IoLjZE,2,12,train
riding mule,al1zWDEqVnQ,208,218,train
being excited,al20fHyePfM,74,84,train
swimming with sharks,al2AXE6KwQQ,131,141,train
waking up,al4STTo9w5k,4,14,train
capsizing,al6QuD-5-Kk,6,16,train
watering plants,al7QXodmsqk,3,13,train
hopscotch,al7rowk2lqE,1,11,train
jetskiing,al8IyVij9es,28,38,train
calculating,al9aJ2UoZuA,231,241,train
golf driving,al9qWJ9MRwE,3,13,train
riding snow blower,alBNFZaePIA,288,298,train
shearing sheep,alBY1lQBI48,2,12,train
checking tires,alCEna6sMIU,53,63,train
making paper aeroplanes,alDZuJoB4zI,80,90,train
looking at phone,alDge22lzFU,28,38,train
running on treadmill,alEAOCxC8mM,0,10,train
stretching arm,alFW2jlumas,19,29,train
waxing chest,alFXwEhHLpc,593,603,train
dyeing hair,alH9HSU3wWQ,330,340,train
steer roping,alHvlz39x6M,0,10,train
cleaning shoes,alImng4VRk8,19,29,train
curling (sport),alIrNcet6po,59,69,train
building lego,alIsWsGb_IM,41,51,train
playing harp,alJ-ZQo88hs,202,212,train
milking goat,alKFo4Fwekw,18,28,train
assembling computer,alKHCEUbnAs,211,221,train
ironing hair,alKsdPV2Ays,238,248,train
eating watermelon,alL1aklDsas,39,49,train
pouring beer,alLSR_LPSWY,14,24,train
squat,alMQkEhX0I8,4,14,train
making a sandwich,alN7fk_bttc,134,144,train
embroidering,alNFIVcRUPw,70,80,train
playing ocarina,alNPpYxDKOY,28,38,train
planting trees,alNoSEk_OyQ,0,10,train
biking through snow,alOLlSO1v6w,179,189,train
shuffling cards,alPkSVAs7ro,18,28,train
juggling fire,alRblfjQjoU,39,49,train
playing gong,alTt4puZdt8,4,14,train
massaging back,alVMW8FXGEU,452,462,train
recording music,alVS81pCzYI,140,150,train
marching,alVlHvXc--Q,112,122,train
tying knot (not on a tie),alVrAEDVcNY,36,46,train
tango dancing,alVzStxp4YM,147,157,train
flying kite,alVzgcRqT7A,0,10,train
huddling,alXFYOoBVmo,33,43,train
waxing back,alXGO0pvfN0,52,62,train
using a paint roller,alY4NLxxm5M,114,124,train
head stand,alYMurLAYKk,88,98,train
making pizza,alYRRwXxZ6k,16,26,train
eating carrots,alZsBDd3U1I,2,12,train
sword fighting,al_2_rTITF8,0,10,train
folding napkins,al_c1-gdt1Y,4,14,train
lifting hat,al_hBpIO7VM,131,141,train
ice climbing,ala3BbAywbQ,44,54,train
flipping bottle,alaXl5n3ttg,70,80,train
head stand,albRbMWBaGY,271,281,train
throwing knife,albV-wv2gOI,3,13,train
playing monopoly,albiJW_y7J0,11,21,train
letting go of balloon,alc0lBu-KDI,0,10,train
abseiling,alc3JF6C4uE,163,173,train
climbing ladder,alcLhNFnv24,4,14,train
tasting food,alchbw75ob4,64,74,train
being excited,alct-qkcqho,26,36,train
playing chess,ald4RaxNH2w,166,176,train
shining flashlight,aldqylf71Wg,135,145,train
changing oil,alduhEUX6zw,225,235,train
dodgeball,aleVM1DyiUc,88,98,train
making pizza,alemUeVrCbo,3,13,train
pulling rope (game),aler62C28zM,0,10,train
throwing discus,alf6d165JEg,46,56,train
sailing,alfS8ApZFvo,86,96,train
ironing hair,algGHU2sBj4,271,281,train
waxing chest,algY69tSR4o,280,290,train
leatherworking,alggXQoaX-8,132,142,train
jumpstyle dancing,algqwHKiZYk,72,82,train
