label,youtube_id,time_start,time_end,split
digging,nYVPwavVlnE,0,10,train
card throwing,nYVQ5oSPLzg,30,40,train
playing organ,nYVvBOGpKcU,23,33,train
arranging flowers,nYX2wxOYC8M,884,894,train
archery,nYXPyFlOpdA,0,10,train
eating chips,nYXSdTBVNi8,26,36,train
watching tv,nYYayCCxRys,78,88,train
cutting pineapple,nYYcKmdaC3I,2,12,train
opening coconuts,nYYrj6yy5k8,66,76,train
getting a tattoo,nYZFKM-V9y4,37,47,train
changing oil,nY_ykJRqDaE,10,20,train
cutting watermelon,nYa4aagQEJY,38,48,train
tie dying,nYaJx0-q4W0,573,583,train
playing cricket,nYaQcxPDIU0,43,53,train
presenting weather forecast,nYabMEmsu8Y,72,82,train
closing door,nYaiCET1dgw,20,30,train
cracking back,nYb8Y9LoQJI,9,19,train
petting horse,nYbWztJh3Ek,9,19,train
swimming breast stroke,nYdIImaA_Lk,25,35,train
cooking sausages (not on barbeque),nYe9Do6cQSw,46,56,train
golf driving,nYe9wa5k2vc,45,55,train
blowing out candles,nYf-sI7riSQ,11,21,train
threading needle,nYfCYL1-2CA,11,21,train
mosh pit dancing,nYfG7YgNhvw,6,16,train
looking in mirror,nYgKgnb-HUE,48,58,train
tobogganing,nYicOmAwIjk,1,11,train
archaeological excavation,nYjr1xNXrDc,9,19,train
smoking,nYkQA3uH_ek,16,26,train
breaking glass,nYlmxEzTWSE,16,26,train
driving tractor,nYlzOQfkDO8,0,10,train
folding napkins,nYmW3_6eDJw,0,10,train
eating carrots,nYn91y6qGZY,54,64,train
rolling eyes,nYoWTc4rnUg,18,28,train
hopscotch,nYp7TwVE4KU,21,31,train
punching bag,nYqJ4xTPzY8,0,10,train
installing carpet,nYqUggb84Tk,156,166,train
throwing discus,nYq_x0gGBc4,2,12,train
pulling rope (game),nYsxBnG4hto,0,10,train
adjusting glasses,nYt8irROsug,93,103,train
carrying baby,nYtQYk9S2GQ,25,35,train
dyeing hair,nYu4wnOm4OQ,152,162,train
breading or breadcrumbing,nYw2LPXO23E,123,133,train
headbanging,nYwFF7F7OeQ,24,34,train
pouring milk,nYxCP95pbLA,22,32,train
playing blackjack,nYxLquD1iXc,0,10,train
metal detecting,nYxQwfKrEDE,91,101,train
walking on stilts,nYxfUqORLY0,2,12,train
bathing dog,nYyPQ6JZGvE,21,31,train
looking in mirror,nYz6kcMoAQg,27,37,train
dumpster diving,nZ-20oUT1qQ,3,13,train
using inhaler,nZ-Lc9u0r54,126,136,train
answering questions,nZ-UlC_uGr4,349,359,train
pushing wheelbarrow,nZ-fcwr0dRE,25,35,train
training dog,nZ0sACbNCns,36,46,train
burping,nZ18YQeeF7c,53,63,train
driving tractor,nZ1hJKoSwvA,42,52,train
shaping bread dough,nZ1wCJc7MhM,16,26,train
cracking knuckles,nZ287-J3Rkg,152,162,train
sharpening pencil,nZ2glajBNGc,0,10,train
